Model,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Fuel Type Factor,Aerodynamic Proxy,City_Hwy_Diff,Make_ALFA ROMEO,Make_ASTON MARTIN,Make_AUDI,Make_BENTLEY,Make_BMW,Make_BUICK,Make_CADILLAC,Make_CHEVROLET,Make_CHRYSLER,Make_DODGE,Make_FIAT,Make_FORD,Make_GENESIS,Make_GMC,Make_HONDA,Make_HYUNDAI,Make_INFINITI,Make_JAGUAR,Make_JEEP,Make_KIA,Make_LAMBORGHINI,Make_LAND ROVER,Make_LEXUS,Make_LINCOLN,Make_MAHINDRA,Make_MARUTI SUZUKI,Make_MASERATI,Make_MAZDA,Make_MERCEDES-BENZ,Make_MINI,Make_MITSUBISHI,Make_NISSAN,Make_PORSCHE,Make_RAM,Make_ROLLS-ROYCE,Make_SCION,Make_SMART,Make_SUBARU,Make_TOYOTA,Make_VOLKSWAGEN,Make_VOLVO,Vehicle Class_FULL-SIZE,Vehicle Class_MID-SIZE,Vehicle Class_MINICOMPACT,Vehicle Class_MINIVAN,Vehicle Class_PICKUP TRUCK - SMALL,Vehicle Class_PICKUP TRUCK - STANDARD,Vehicle Class_SPECIAL PURPOSE VEHICLE,Vehicle Class_STATION WAGON - MID-SIZE,Vehicle Class_STATION WAGON - SMALL,Vehicle Class_SUBCOMPACT,Vehicle Class_SUV - SMALL,Vehicle Class_SUV - STANDARD,Vehicle Class_TWO-SEATER,Vehicle Class_VAN - CARGO,Vehicle Class_VAN - PASSENGER,Transmission_A4,Transmission_A5,Transmission_A6,Transmission_A7,Transmission_A8,Transmission_A9,Transmission_AM5,Transmission_AM6,Transmission_AS10,Transmission_AS4,Transmission_AS5,Transmission_AS6,Transmission_AS7,Transmission_AS8,Transmission_AS9,Transmission_AV,Fuel Type_Electric,Fuel Type_Hybrid,Fuel Type_Petrol
S4,-0.21068540782327144,0.13662147215234835,0.09558855046004625,-0.020494816056599155,0.0561088326565889,-0.24884024179425282,262,0.31728441213690983,-0.020494816056599155,0.24893120792231016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
S5,-0.21068540782327144,0.13662147215234835,0.09558855046004625,-0.020494816056599155,0.0561088326565889,-0.24884024179425282,262,0.31728441213690983,-0.020494816056599155,0.24893120792231016,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
S5 CABRIOLET,-0.21068540782327144,0.13662147215234835,0.12495106337885302,0.11477602204909715,0.12660690841351824,-0.388578024387397,267,0.31728441213690983,0.11477602204909715,0.1147361489376654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
S6,0.532346967633538,1.2343078688152522,0.38921367964810977,0.20495658078622747,0.3381011356843069,-0.5283158069805413,281,0.31728441213690983,0.20495658078622747,0.5844188553839232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
S7,0.532346967633538,1.2343078688152522,0.38921367964810977,0.20495658078622747,0.3381011356843069,-0.5283158069805413,281,0.31728441213690983,0.20495658078622747,0.5844188553839232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
S8,0.532346967633538,1.2343078688152522,0.8590138863490119,-0.020494816056599155,0.5495953629550961,-0.6680535895736854,300,0.31728441213690983,-0.020494816056599155,1.993466974722699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
SQ5,-0.21068540782327144,0.13662147215234835,0.5947512700797546,0.38531769826048895,0.5143463250766309,-0.6680535895736854,292,0.31728441213690983,0.38531769826048895,0.7857114438608915,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
TT COUPE QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.7265618112665313,-0.7419392859536442,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.7419392859536442,-0.5562391459855608,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TT ROADSTER QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.7265618112665313,-0.7419392859536442,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.7419392859536442,-0.5562391459855608,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TTS COUPE QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.40357416915966154,-0.20085593353085981,-0.33163058400652373,0.030635323392035615,237,0.31728441213690983,-0.20085593353085981,-0.6233366754778843,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
TTS ROADSTER QUATTRO,-0.9537177832800808,-0.9610649245105555,-0.40357416915966154,-0.20085593353085981,-0.33163058400652373,0.030635323392035615,237,0.31728441213690983,-0.20085593353085981,-0.6233366754778843,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CONTINENTAL GT,0.532346967633538,1.2343078688152522,1.0058264509430437,0.25004686015479344,0.7610895902258848,-0.8077913721668296,314,0.31728441213690983,0.25004686015479344,1.9263694452303755,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT,2.018411718547157,3.42968066214106,1.7398892739132026,1.0165816094204037,1.5013193856736455,-1.2270047199462624,356,0.31728441213690983,1.0165816094204037,2.463149681168957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GTC,0.532346967633538,1.2343078688152522,1.3288140930499128,0.43040797762905414,1.0430818932536028,-0.9475291547599739,332,0.31728441213690983,0.43040797762905414,2.396052151676633,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GTC,2.018411718547157,3.42968066214106,2.0922394289388784,1.3322135650003606,1.8538097644582934,-1.3667425025394064,380,0.31728441213690983,1.3322135650003606,2.79863732863057,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CONTINENTAL GT SPEED CONVERTIBLE,2.018411718547157,3.42968066214106,2.0922394289388784,1.3322135650003606,1.8538097644582934,-1.3667425025394064,380,0.31728441213690983,1.3322135650003606,2.79863732863057,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
FLYING SPUR,2.018411718547157,3.42968066214106,2.1803269676952977,1.196942726894665,1.8538097644582934,-1.3667425025394064,388,0.31728441213690983,1.196942726894665,3.201222505584506,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
320i,-0.9537177832800808,-0.9610649245105555,-0.8440118629417569,-1.2379323590078626,-1.0013623036973551,1.0087998015440451,193,0.31728441213690983,-1.2379323590078626,-0.08655643953930292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
320i xDRIVE,-0.9537177832800808,-0.9610649245105555,-0.7852868371041444,-1.0124809621650361,-0.8603661521834958,0.7293242363577567,202,0.31728441213690983,-1.0124809621650361,-0.2878490280162712,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328d xDRIVE,-0.9537177832800808,-0.9610649245105555,-1.5487121729931095,-1.688835152693516,-1.6005959476312566,2.126702062289199,181,-1.5960692218643888,-1.688835152693516,-1.0259218524318197,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328d xDRIVE TOURING,-0.9537177832800808,-0.9610649245105555,-1.5487121729931095,-1.688835152693516,-1.6005959476312566,2.126702062289199,181,-1.5960692218643888,-1.688835152693516,-1.0259218524318197,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
328i,-0.9537177832800808,-0.9610649245105555,-0.8440118629417569,-1.2379323590078626,-1.0013623036973551,1.0087998015440451,193,0.31728441213690983,-1.2379323590078626,-0.08655643953930292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328i xDRIVE,-0.9537177832800808,-0.9610649245105555,-0.6678367854289189,-0.9223004034279053,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.9223004034279053,-0.1536539690316259,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328i xDRIVE GRAN TURISMO,-0.9537177832800808,-0.9610649245105555,-0.6678367854289189,-0.9223004034279053,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.9223004034279053,-0.1536539690316259,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328i xDRIVE TOURING,-0.9537177832800808,-0.9610649245105555,-0.6678367854289189,-0.9223004034279053,-0.7546190385481018,0.5895864537646125,209,0.31728441213690983,-0.9223004034279053,-0.1536539690316259,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335i,-0.21068540782327144,0.13662147215234835,-0.4329366820784678,-0.8772101240593402,-0.5783738491557777,0.31011088857832403,221,0.31728441213690983,-0.8772101240593402,0.3160287374146331,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335i xDRIVE,-0.21068540782327144,0.13662147215234835,-0.3448491433220491,-0.6517587272165135,-0.4726267355203831,0.31011088857832403,228,0.31728441213690983,-0.6517587272165135,0.18183367842998718,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
335i xDRIVE GRAN TURISMO,-0.21068540782327144,0.13662147215234835,-0.28612411748443606,-0.5615781684793828,-0.40212865976345374,0.17037310598517982,232,0.31728441213690983,-0.5615781684793828,0.18183367842998777,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
